%time,field.layout.data_offset,field.data0,field.data1,field.data2
1718208080465651059,0,-1.0752989053726196,-0.5084747672080994,9.737622261047363
1718208080466846896,0,-1.076481819152832,-0.5100021958351135,9.737411499023438
1718208080468051231,0,-1.0776396989822388,-0.5115237236022949,9.73720359802246
1718208080469227954,0,-1.0787851810455322,-0.5129920840263367,9.73699951171875
1718208080470319960,0,-1.079922795295715,-0.5144647359848022,9.73679542541504
1718208080471616297,0,-1.0810825824737549,-0.5158560872077942,9.73659324645996
1718208080471637723,0,-1.0822259187698364,-0.5173138976097107,9.73638916015625
1718208080472763999,0,-1.083371639251709,-0.5187779068946838,9.736184120178224
1718208080474013852,0,-1.0845022201538086,-0.5201886296272278,9.73598289489746
1718208080475200570,0,-1.085627794265747,-0.5216572284698486,9.73577880859375
1718208080476481893,0,-1.0868018865585327,-0.5229901671409607,9.735576629638672
1718208080476503409,0,-1.0878974199295044,-0.5244536995887756,9.73537540435791
1718208080477668231,0,-1.0889884233474731,-0.5260455012321472,9.735167503356934
1718208080478859688,0,-1.0900448560714722,-0.5275333523750305,9.734968185424805
1718208080480066552,0,-1.0911073684692385,-0.5291359424591064,9.73476219177246
1718208080481267119,0,-1.092168211936951,-0.530651330947876,9.7345609664917
1718208080482543403,0,-1.0932321548461914,-0.532112181186676,9.73436164855957
1718208080482557123,0,-1.0942721366882324,-0.5337711572647095,9.734153747558594
1718208080483679519,0,-1.0952770709991455,-0.5354542136192322,9.733948707580566
1718208080484935094,0,-1.0962121486663818,-0.5371032357215881,9.733752250671388
1718208080486218093,0,-1.0972121953964231,-0.5386192202568054,9.733555793762209
1718208080487461941,0,-1.0981653928756714,-0.5401157140731812,9.733366012573242
1718208080488705597,0,-1.099152445793152,-0.5417082905769348,9.733165740966797
1718208080488725714,0,-1.1000854969024658,-0.543243944644928,9.732975006103516
1718208080490502350,0,-1.1010031700134275,-0.5447537899017334,9.732786178588867
1718208080490526679,0,-1.1019054651260376,-0.5462586283683777,9.732600212097168
1718208080491709812,0,-1.102791666984558,-0.5476274490356445,9.732422828674316
1718208080492955368,0,-1.103737235069275,-0.5489581227302551,9.732240676879885
1718208080494152828,0,-1.1046310663223269,-0.5503923892974854,9.73205852508545
1718208080495394293,0,-1.105439066886902,-0.5519282817840576,9.731879234313965
1718208080495403027,0,-1.1062605381011963,-0.5534079670906067,9.731701850891112
1718208080496585268,0,-1.1070797443389893,-0.5547329187393188,9.731534004211426
1718208080511279255,0,-1.1079058647155762,-0.5560839772224426,9.731362342834473
1718208080513640530,0,-1.108721375465393,-0.5573595762252808,9.731196403503418
1718208080513657674,0,-1.1095560789108276,-0.5586614012718201,9.731026649475098
1718208080513710427,0,-1.110368013381958,-0.560111939907074,9.73085117340088
1718208080513729583,0,-1.1111595630645752,-0.5614656805992126,9.730682373046877
1718208080513748184,0,-1.1119534969329834,-0.5627756714820862,9.73051643371582
1718208080513762864,0,-1.112793207168579,-0.5642391443252563,9.730335235595703
1718208080513780363,0,-1.1136127710342407,-0.5656348466873169,9.7301607131958
1718208080513800804,0,-1.1145237684249878,-0.5670207738876343,9.729975700378418
1718208080513819005,0,-1.115400314331055,-0.5684027671813965,9.7297945022583
1718208080513828797,0,-1.1162666082382202,-0.5699014067649841,9.729607582092283
1718208080513839866,0,-1.1171177625656128,-0.5714449882507324,9.729418754577637
1718208080513853386,0,-1.11797297000885,-0.5729274749755859,9.729233741760254
1718208080513868246,0,-1.11885404586792,-0.5745165944099426,9.729039192199709
1718208080513889630,0,-1.119773030281067,-0.5759310722351074,9.728849411010742
1718208080513986700,0,-1.1206904649734497,-0.5774362683296204,9.728654861450195
1718208080515648308,0,-1.1215708255767822,-0.5788555145263672,9.728468894958496
1718208080516540442,0,-1.1225523948669434,-0.580197274684906,9.728275299072266
