%time,field.force.x,field.force.y,field.force.z,field.torque.x,field.torque.y,field.torque.z
1718275665380196238,0.3775348689999896,0.6504597469999782,10.867054240999936,-0.0816552350000013,-0.0029824839999993,-0.004127138
1718275665381464860,0.3787978689999901,0.676300746999978,10.843731240999936,-0.0886002350000013,-0.0010944839999993,-0.003230138
1718275665381481772,0.3802068689999899,0.731636746999978,10.835342240999935,-0.0965052350000013,0.0012645160000006,-0.002333138
1718275665382658028,0.3860378689999899,0.7749607469999777,10.840781240999936,-0.1054342350000013,0.0033395160000006,-0.002111138
1718275665383895213,0.4004178689999898,0.8084457469999781,10.829670240999938,-0.1140552350000013,0.0063345160000006,-0.002814138
1718275665385239949,0.4187658689999898,0.8440167469999773,10.826860240999938,-0.1211202350000013,0.0098985160000006,-0.003370138
1718275665386379146,0.4456628689999899,0.8698917469999776,10.855308240999936,-0.1289732350000013,0.0140035160000006,-0.003261138
1718275665387577716,0.45556786899999,0.9006547469999777,10.884093240999936,-0.1367392350000013,0.0175515160000006,-0.002887138
1718275665387599429,0.4608228689999893,0.9335917469999782,10.92873064099994,-0.1429332350000013,0.0189945160000006,-0.002381138
1718275665388813871,0.4529288689999901,0.944086746999978,10.964508640999936,-0.1465172350000013,0.0184705160000006,-0.003070138
1718275665390039530,0.45735686899999,0.9418607469999772,11.008837640999936,-0.1478592350000013,0.0184265160000006,-0.003610138
1718275665391235004,0.4616968689999894,0.9344977469999776,11.038489640999936,-0.1481672350000013,0.0197725160000006,-0.003999138
1718275665392537828,0.4407528689999895,0.9322437469999776,11.091451690999936,-0.1496872250000013,0.0206705160000006,-0.003732138
1718275665392556511,0.4070988689999897,0.9277163469999774,11.152792640999936,-0.1518752250000013,0.0200865160000006,-0.002811138
1718275665393692828,0.3690558689999898,0.935356346999978,11.213443640999936,-0.1534682250000013,0.0180245160000006,-0.002428138
1718275665394916360,0.3437338689999901,0.9207373469999778,11.264934640999938,-0.1540272250000013,0.0178535160000006,-0.00322614
1718275665396145411,0.30991286899999,0.901079346999978,11.294612640999937,-0.1539802250000013,0.0189245160000006,-0.003480138
1718275665397479552,0.2802308689999894,0.8790503169999782,11.340506240999936,-0.1541892250000013,0.0185585160000006,-0.00307914
1718275665399154200,0.2335508689999899,0.8669183469999782,11.349808240999938,-0.1544812250000013,0.0167455160000006,-0.001759138
1718275665399170478,0.2036978689999896,0.8594753469999779,11.358649240999936,-0.1538642200000013,0.0154735160000006,-0.000963138
1718275665400361503,0.1993058689999893,0.8518193469999782,11.350800240999936,-0.1524102250000013,0.0164135160000006,-0.001346138
1718275665401562316,0.1951878689999897,0.849117346999978,11.310961640999938,-0.1513372250000013,0.0193715160000006,-0.002651138
1718275665401571202,0.2082818689999899,0.8566383469999777,11.287898640999938,-0.1525892250000013,0.0222405160000006,-0.002643138
1718275665402774055,0.2302398689999897,0.8890733469999781,11.250538640999936,-0.1561992250000013,0.0259904860000006,-0.001713138
1718275665403998857,0.2694598689999899,0.941256346999978,11.243014640999936,-0.1613502200000013,0.0320374860000006,-0.000908138
1718275665405200419,0.3176788689999901,0.9937673469999776,11.19454364099994,-0.1680472200000013,0.0401364860000006,-0.001700138
1718275665406503850,0.37445386899999,1.0413573469999775,11.175980640999938,-0.1750312200000013,0.0495275160000006,-0.002751138
1718275665407604522,0.4144088689999896,1.0891203469999775,11.15073369099994,-0.1828682200000013,0.0588755160000006,-0.00300814
1718275665407612805,0.4414748689999895,1.124699346999978,11.134510690999935,-0.1906132200000013,0.0659944860000006,-0.00234714
1718275665408858564,0.4556368689999893,1.1626883469999776,11.141922685999935,-0.1980872200000013,0.0713714860000006,-0.001161138
1718275665410036824,0.4652178689999895,1.1734613469999775,11.139953690999937,-0.2034602250000013,0.0746844860000006,-0.001442138
1718275665411250193,0.4659608689999895,1.169167746999978,11.138511640999935,-0.2068042250000013,0.0773554860000006,-0.001713138
1718275665411972397,0.4493138689999895,1.1497427469999777,11.137027640999936,-0.2076652250000013,0.0787304860000006,-0.00237514
1718275665413644848,0.40684086899999,1.130158746999978,11.145230640999936,-0.2073912350000013,0.0772544860000006,-0.00184714
1718275665413657085,0.3558378689999895,1.115552746999978,11.176484640999936,-0.2074802350000013,0.0743604860000006,-0.00106314
1718275665414915918,0.32165286899999,1.110562746999978,11.191902640999936,-0.2066022350000013,0.0714974860000006,-0.00094014
1718275665416043923,0.3043118689999902,1.100414746999978,11.237612640999936,-0.2049312350000013,0.0701954860000006,-0.00106514
1718275665417262502,0.2953108689999893,1.0802867469999775,11.268898640999936,-0.2022992350000013,0.0694294860000006,-0.00091814
1718275665418542161,0.2775598689999895,1.0501227469999777,11.300326240999937,-0.1982362350000013,0.0676384860000006,-0.00090014
1718275665419713574,0.2680548689999895,1.0296167469999775,11.355630240999938,-0.1936302350000013,0.0649684860000006,-0.00035114
1718275665419726244,0.2630338689999896,1.0019427469999775,11.403069240999937,-0.1899972350000013,0.0635234860000006,0.0001988599999999
1718275665420911751,0.2665818689999901,0.9790777469999778,11.46612624099994,-0.1865382350000013,0.0643634860000006,0.0010298599999999
1718275665422141078,0.2744218689999894,0.943867746999978,11.513086240999936,-0.1825752350000013,0.0665564860000006,0.0012068599999999
1718275665423335368,0.2779538689999897,0.9012397469999778,11.56584624099994,-0.1780302350000013,0.0679294860000006,0.0001838599999999
1718275665428000353,0.2855478689999898,0.8657927469999778,11.612557240999935,-0.1727512350000013,0.0693594860000006,-3.514000000000121e-05
1718275665429745768,0.30090786899999,0.789640746999978,11.686124240999936,-0.1616072350000013,0.0786584860000006,0.0013028599999999
1718275665429755030,0.31347086899999,0.777177746999978,11.687331240999937,-0.1606822350000013,0.0796484860000006,0.0018468619999999
1718275665429762517,0.32630886899999,0.774778746999978,11.687698240999936,-0.1611732350000013,0.0810114860000006,0.0021178619999999
1718275665429780746,0.3344678689999893,0.7594777469999778,11.694830240999938,-0.1585102350000013,0.0830634900000006,0.0013508619999999
1718275665429791547,0.3338388689999895,0.7391247469999774,11.664596240999936,-0.1543652350000013,0.0828214860000006,0.0007088619999999
1718275665430762701,0.3246388689999896,0.7188707469999773,11.635535640999938,-0.1504272350000013,0.0807904860000006,0.0008508619999999
1718275665430776451,0.3112938689999898,0.725791746999978,11.607193640999938,-0.1476972350000013,0.0776434860000006,0.0016468619999999
1718275665432200016,0.2857158689999899,0.7308467469999778,11.577116640999938,-0.1476002350000013,0.0739114860000006,0.0018868619999999
1718275665433360407,0.2689568689999894,0.7608297469999781,11.536618640999937,-0.1494092350000013,0.0690454860000006,0.0006428619999999
1718275665434610375,0.2564628689999894,0.7834747469999779,11.517611640999936,-0.1513072350000013,0.0641394900000006,-0.001398138
1718275665435937092,0.2436438589999894,0.7911557469999779,11.471253690999935,-0.1516402350000013,0.0589914900000006,-0.00183814
1718275665435948022,0.24333786899999,0.7962347469999775,11.427521640999936,-0.1513722250000013,0.0540614860000006,-0.000810138
1718275665436787734,0.2259248689999895,0.8061167469999779,11.39185564099994,-0.1505802250000013,0.0480684860000006,0.0004838619999999
1718275665438009300,0.1960748689999895,0.8089237469999777,11.368357640999935,-0.1509402250000013,0.0416184860000006,0.0001708619999999
1718275665439190330,0.1663508689999897,0.8165217469999775,11.358559640999935,-0.1512352250000013,0.0371824860000006,-0.001058138
1718275665441437911,0.14491186899999,0.7943367469999774,11.341727640999936,-0.1497062250000013,0.0346934860000006,-0.002262138
1718275665441446992,0.1358578689999894,0.7693547469999776,11.334732640999936,-0.1466992250000013,0.0326714860000006,-0.002391138
1718275665442672439,0.12663386899999,0.7491777469999773,11.328966640999935,-0.1431982250000013,0.0298834860000006,-0.001855138
1718275665442700326,0.1387798689999898,0.7511567469999774,11.331288640999938,-0.1407842250000013,0.0285754860000006,-0.000917138
1718275665443901015,0.1641378689999894,0.7558397469999774,11.354815640999938,-0.1403282250000013,0.0305254860000006,-0.000635138
1718275665445006717,0.1938938689999895,0.7579527469999778,11.376910640999938,-0.1396862250000013,0.0350774860000006,-0.001264138
1718275665446183723,0.2278648689999901,0.762462346999978,11.414446690999934,-0.1390202200000013,0.0400774860000006,-0.001756138
1718275665447340291,0.2531408689999893,0.7570003469999776,11.460227690999934,-0.1373622200000013,0.0443064860000006,-0.001980138
1718275665448635588,0.2738918689999894,0.7488923469999776,11.477704640999937,-0.1344212250000013,0.0475745160000006,-0.001140138
1718275665448646167,0.2986838689999896,0.7479243469999782,11.525815640999935,-0.1307382250000013,0.0506485160000006,-0.000293138
1718275665449841798,0.3277628689999898,0.7347613179999779,11.557705640999938,-0.1269872250000013,0.0535645160000006,-0.000114138
1718275665451079486,0.3526128689999898,0.7190633469999779,11.581231640999938,-0.1228192250000013,0.0570395160000006,-0.000461138
1718275665452283428,0.3605318689999899,0.6984103469999778,11.604894640999936,-0.1184642250000013,0.0611065160000006,-0.000669138
1718275665453595033,0.3640158689999894,0.6751783469999774,11.621617640999936,-0.1132572350000013,0.0642145160000006,-0.000612138
1718275665453619824,0.3628858689999901,0.6493313469999777,11.632180640999938,-0.1067612350000013,0.0648485160000006,0.0001008619999999
1718275665454769789,0.3827098689999898,0.6405407469999779,11.613016240999938,-0.0994422350000013,0.0638085160000006,0.0009398619999999
1718275665456083986,0.4110668689999896,0.6170977469999782,11.585027240999937,-0.0920932350000013,0.0628125160000006,0.0009768619999999
1718275665457271814,0.4311078689999897,0.6035567469999774,11.548166240999937,-0.0852672350000013,0.0620385160000006,0.0003458619999999
1718275665458540704,0.4471448689999898,0.5977457469999781,11.533508240999936,-0.0803152350000013,0.0601775160000006,-0.000300138
1718275665459800057,0.4466668689999901,0.5973227469999773,11.503283240999938,-0.0776882350000013,0.0584025160000006,-0.000697138
1718275665459810603,0.4464778689999896,0.6070127469999782,11.495511240999935,-0.0769132350000013,0.0569995160000006,-0.000967138
1718275665461060562,0.4506258689999901,0.6095207469999777,11.481230240999938,-0.0768952350000013,0.0556815160000006,-0.000445138
1718275665462264024,0.45059786899999,0.6048927469999781,11.443982240999938,-0.0774002350000013,0.0529145160000006,5.986199999999896e-05
1718275665464103487,0.4335548689999897,0.6003017469999778,11.421168240999938,-0.0778712350000013,0.0485885160000006,0.0001588619999999
1718275665465452069,0.4081238689999895,0.6006507469999776,11.405567240999938,-0.0787062350000013,0.0446155160000006,0.0001258619999999
1718275665465463833,0.3787858689999894,0.6037047469999781,11.403603240999937,-0.0810322350000013,0.0415805160000006,-0.00057414
1718275665466721826,0.34534986899999,0.6191737469999775,11.394819240999938,-0.0843052350000013,0.0387105160000006,-0.00061214
1718275665466736987,0.3203468689999898,0.6395997469999777,11.393436240999936,-0.0877502350000013,0.0348475160000006,-0.00079314
1718275665467815456,0.2953728689999897,0.660115746999978,11.369853240999936,-0.0914212350000013,0.0306065160000006,-0.000580138
1718275665469114330,0.2870508689999896,0.6851107469999778,11.354306240999938,-0.0933062350000013,0.0271545160000006,-0.00048214
1718275665470274851,0.2702568689999893,0.7003107469999779,11.347316240999936,-0.0952962350000013,0.0240695160000006,0.0002828619999999
1718275665471485919,0.2493498689999895,0.7081187469999781,11.338393240999938,-0.0971442350000013,0.0221835160000006,-0.00014114
1718275665472730902,0.2369468689999895,0.715861746999978,11.34470824099994,-0.0990032350000013,0.0214555160000006,-0.00055514
1718275665472764956,0.2329818689999898,0.7136267469999779,11.336530240999938,-0.1001212350000013,0.0223985160000006,-0.00069014
1718275665473907640,0.2414168689999896,0.7036367469999777,11.345391240999938,-0.0995982350000013,0.0244485160000006,-7.13800000000115e-06
1718275665475408170,0.2583138689999895,0.6935477469999779,11.339250240999936,-0.0986532350000013,0.0274025160000006,0.0006818619999999
1718275665476722785,0.2752758689999895,0.683414746999978,11.340053240999938,-0.0977052350000013,0.0313665160000006,0.0009798599999999
1718275665476752776,0.3008688689999901,0.6782397469999777,11.348115240999938,-0.0973702350000013,0.0366105160000006,0.0011508599999999
1718275665478157476,0.3180358689999899,0.6780257469999773,11.347630240999935,-0.0971782350000013,0.0413245160000006,0.0007828599999999
1718275665479157607,0.3351448689999898,0.672954746999978,11.347982240999936,-0.0970482350000013,0.0452855160000006,0.0009428599999999
1718275665480412986,0.3519008689999898,0.6823247469999781,11.341211240999936,-0.0954282350000013,0.0474555160000006,0.0011008599999999
1718275665481755083,0.3642498689999894,0.6941617469999777,11.311999640999936,-0.0933372350000013,0.0474005160000006,0.0013788599999999
1718275665481778303,0.37228586899999,0.7035557469999781,11.282602640999936,-0.0910482350000013,0.0462655160000006,0.0015168599999999
1718275665482901296,0.3676898689999894,0.7057417469999776,11.252956640999937,-0.0892642350000013,0.0445415160000006,0.0016488619999999
1718275665484060649,0.3463008689999897,0.7032847469999775,11.221846640999935,-0.0883832350000013,0.0415225160000006,0.0011008619999999
1718275665485268555,0.3125378689999899,0.6988087469999777,11.167123640999938,-0.0892652350000013,0.0379155160000006,0.0004018619999999
1718275665486504163,0.2831178689999896,0.6968937469999773,11.151578640999936,-0.0912182350000013,0.0351355160000006,0.0006368619999999
1718275665487717834,0.2582558689999901,0.6976923469999776,11.105518640999938,-0.0944702350000013,0.0335695160000006,0.0010008619999999
1718275665487737779,0.2505058689999901,0.7035573469999779,11.10455064099994,-0.0989992350000013,0.0325505160000006,0.0012298619999999
