%time,field.layout.data_offset,field.data0,field.data1,field.data2
1718270149366048848,0,-0.7078794836997986,0.1450729966163635,9.783350944519045
1718270149366067254,0,-0.7103161215782166,0.142892524600029,9.783206939697266
1718270149367292687,0,-0.7127324938774109,0.140719935297966,9.783061981201172
1718270149368503549,0,-0.7151724696159363,0.1386291980743408,9.782914161682127
1718270149369723826,0,-0.7175595164299011,0.1364020854234695,9.782771110534668
1718270149370947569,0,-0.7199457883834839,0.1342858374118805,9.78262424468994
1718270149372215234,0,-0.722345232963562,0.1319527477025985,9.782479286193848
1718270149372224918,0,-0.7246295213699341,0.1298827230930328,9.78233814239502
1718270149373376549,0,-0.7269460558891296,0.12784443795681,9.782193183898926
1718270149374605798,0,-0.7292342185974121,0.1256191432476043,9.782052040100098
1718270149375776682,0,-0.7314586043357849,0.1234294697642326,9.78191375732422
1718270149377139788,0,-0.7337259650230408,0.1213855370879173,9.78176975250244
1718270149377153711,0,-0.7359303832054138,0.1193874105811119,9.781628608703612
1718270149378256366,0,-0.7381558418273926,0.1173444911837577,9.781485557556152
1718270149379537245,0,-0.7404323816299438,0.1153448820114135,9.781336784362791
1718270149380821277,0,-0.7425881028175354,0.1134351938962936,9.781195640563965
1718270149381958065,0,-0.7448087334632874,0.1114853248000145,9.781049728393556
1718270149383348195,0,-0.74698406457901,0.1096373721957206,9.78090476989746
1718270149383362063,0,-0.7492060661315918,0.1078125908970832,9.780755043029783
1718270149385469993,0,-0.7514750957489014,0.1058660447597503,9.78060245513916
1718270149385478489,0,-0.753638744354248,0.1039745211601257,9.780455589294434
1718270149386603364,0,-0.7558343410491943,0.1021431684494018,9.780305862426758
1718270149387831790,0,-0.7580353617668152,0.1002590656280517,9.780155181884766
1718270149389019921,0,-0.7602512240409851,0.0986318588256836,9.779999732971191
1718270149390464271,0,-0.7625479102134705,0.0969177484512329,9.779837608337402
1718270149390476791,0,-0.7647613883018494,0.095001570880413,9.77968406677246
1718270149391411633,0,-0.7669640183448792,0.0931684896349906,9.779528617858888
1718270149392763547,0,-0.7691823840141296,0.0914055705070495,9.77937126159668
1718270149396701577,0,-0.7713887691497803,0.0896820873022079,9.779213905334473
1718270149396714242,0,-0.7736387848854065,0.0879727825522422,9.779050827026367
1718270149398042143,0,-0.7759073376655579,0.0860234200954437,9.778888702392578
1718270149398060120,0,-0.7781916856765747,0.0840807557106018,9.778724670410156
1718270149398069671,0,-0.7804652452468872,0.0822075605392456,9.778558731079102
1718270149399106680,0,-0.7826892733573914,0.0803531035780906,9.778396606445312
1718270149400453002,0,-0.784965455532074,0.0783783793449401,9.778230667114258
1718270149400476847,0,-0.7872834801673889,0.0763986185193061,9.77805995941162
1718270149401623364,0,-0.7896115779876709,0.0745343789458274,9.777886390686035
1718270149402889042,0,-0.7919133305549622,0.0726019665598869,9.777714729309082
1718270149404081045,0,-0.7942033410072327,0.0707483440637588,9.777542114257812
1718270149404098545,0,-0.7964631915092468,0.0690339431166648,9.77737045288086
1718270149405304088,0,-0.7988157868385315,0.0672145411372184,9.777191162109377
1718270149406553272,0,-0.8010942935943604,0.0653364211320877,9.777017593383787
1718270149407810510,0,-0.8034220933914185,0.0634899288415908,9.77683925628662
1718270149408984734,0,-0.8057063221931458,0.0616310127079486,9.776662826538086
1718270149410252397,0,-0.8079993724822998,0.0597793348133564,9.776485443115234
1718270149410267726,0,-0.8103188872337341,0.0580431893467903,9.7763032913208
1718270149411451525,0,-0.8126868605613708,0.0563627704977989,9.776117324829102
1718270149412653895,0,-0.815019965171814,0.0544344224035739,9.775933265686035
1718270149413904361,0,-0.8172959089279175,0.052710372954607,9.775753021240234
1718270149415154129,0,-0.8196308612823486,0.0510406717658042,9.77556610107422
1718270149416412886,0,-0.8219985961914062,0.0493774749338626,9.775376319885254
1718270149416486871,0,-0.8243783116340637,0.0476996414363384,9.77518367767334
1718270149417561712,0,-0.8267453908920288,0.0459494814276695,9.77499294281006
1718270149418786580,0,-0.8289916515350342,0.0440787523984909,9.774810791015623
1718270149420020848,0,-0.8313196897506714,0.0423777215182781,9.77462100982666
1718270149421517558,0,-0.8336421847343445,0.0406018160283565,9.77443027496338
1718270149421531409,0,-0.8359770178794861,0.0388238728046417,9.77423858642578
1718270149422447383,0,-0.8383107781410217,0.0370946414768695,9.77404499053955
1718270149423986926,0,-0.8406219482421875,0.0352446585893631,9.773853302001951
1718270149425305346,0,-0.8428916335105896,0.0334471873939037,9.773664474487305
1718270149425314598,0,-0.845193088054657,0.0317146368324756,9.77347183227539
1718270149426537039,0,-0.847508430480957,0.0300810150802135,9.773276329040527
1718270149427732866,0,-0.8498527407646179,0.0284227728843688,9.773077011108398
1718270149428944903,0,-0.8521179556846619,0.026784373447299,9.772884368896484
1718270149430203807,0,-0.8543838262557983,0.0251645874232053,9.77269172668457
1718270149431355647,0,-0.8566970825195312,0.0234651546925306,9.772493362426758
1718270149431376997,0,-0.8589420318603516,0.0218012128025293,9.772299766540527
1718270149432585933,0,-0.8613046407699585,0.0202632863074541,9.7720947265625
1718270149433819428,0,-0.8635665774345398,0.0185901466757059,9.771899223327637
1718270149435572699,0,-0.8658083081245422,0.0169223770499229,9.771703720092772
1718270149435593564,0,-0.8680620789527893,0.0151484562084078,9.771506309509276
1718270149436560944,0,-0.8703085780143738,0.0134239867329597,9.77130889892578
1718270149437822869,0,-0.8726312518119812,0.011820213869214,9.771103858947754
1718270149439038222,0,-0.8748975396156311,0.0101054655387997,9.770903587341309
1718270149440258664,0,-0.8771267533302307,0.0082758767530322,9.770705223083496
1718270149440271584,0,-0.879338800907135,0.0063988482579588,9.7705078125
