%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1718276884376777405,0.1597081693719904,0.1475259594023407,0.0059188047387233,-0.4295742651296321,0.1526871689749834,1.062847845059077
1718276884378046510,0.2229436352932895,0.1507895029182434,-0.0172394987070662,-0.4357392611690593,0.3109358494058873,1.0418608778190817
1718276884378072423,0.1714443089139584,0.1536053578360439,0.0350919408239097,-0.4082049193983084,0.213634108203716,1.0185163992175077
1718276884379576471,0.09083334971502,0.1615969673369848,-0.0208523606528866,-0.4982148091256803,0.1192870515240407,1.0659069386465652
1718276884380525698,0.0418522378222504,0.1402262420546652,0.062657976458164,-0.2999732457969867,0.1243017856143831,1.0494158114937524
1718276884381792047,-0.0428314019949429,0.1313354697056896,0.0725052998339613,-0.2300702919578059,0.08613083487874,1.1317379562443133
1718276884383105945,-0.0667991430003114,0.1338910127422019,0.0267870069232251,-0.354550014692006,0.1291672756108436,1.187921165861917
1718276884383127216,-0.0190468488720492,0.1157277571106766,0.0463842519706217,-0.3634141730149166,-0.0860528189511124,0.9616997497631072
1718276884384299155,-0.153385073002248,0.0872243164245837,-0.0180859440033024,-0.417626570088064,-0.1876188444494336,1.0976270508143116
1718276884385529732,-0.034935488501154,0.100724099992021,-0.0746988996604526,-0.4970100490432383,-0.074463787240521,0.8838097932700314
1718276884386741584,-0.0505329870124682,0.0765189276904075,-0.0280624251629345,-0.352798863471392,-0.0439546545575752,0.8646987784265929
1718276884387963456,-0.0682678464021671,0.0483324929031847,-0.0455230406311196,-0.3429507229597358,-0.1030901295567313,0.8733553086932304
1718276884387970350,-0.1166770021773433,0.1013471005512372,-0.0835305395796153,-0.5237642614103554,-0.16249681329721,0.8740274133788993
1718276884389153687,-0.0751108176355896,0.0572167453117149,0.0012309979805308,-0.2604305528191314,-0.1199152381290893,0.8075910978578288
1718276884390419389,-0.0563064510494251,0.0714616420616126,-0.0130610546726551,-0.2818593911037759,0.0907992357259008,0.7222132221505092
1718276884391626371,-0.1057789008248588,0.0942473281394827,0.0618192069899716,-0.2288833550584083,0.0280510837707309,0.6141222115745322
1718276884392968462,-0.0584800587216042,0.0751224346530689,0.0406080846501205,-0.2005988130555927,0.0708410809818882,0.4293128997643647
