%time,field.layout.data_offset,field.data0,field.data1,field.data2
1718270089187914265,0,-0.4191506505012512,0.4210079908370971,9.79199504852295
1718270089189158174,0,-0.4208110272884369,0.4197650551795959,9.791976928710938
1718270089190729422,0,-0.4224120378494262,0.4186993837356567,9.791954040527344
1718270089192111981,0,-0.4240024983882904,0.4175218939781189,9.791934967041016
1718270089192130555,0,-0.4256466031074524,0.4163361191749573,9.791914939880373
1718270089192981141,0,-0.4272974729537964,0.4151789546012878,9.791892051696776
1718270089194396344,0,-0.4288982450962066,0.4140481352806091,9.791869163513184
1718270089195578315,0,-0.4305316209793091,0.4128501117229461,9.791848182678224
1718270089196883337,0,-0.4321808218955993,0.4116359949111938,9.791827201843262
1718270089196899386,0,-0.4338456988334656,0.410528153181076,9.791799545288086
1718270089198095455,0,-0.4354954361915588,0.4094341695308685,9.791772842407228
1718270089199079349,0,-0.4371943473815918,0.4083376228809356,9.791742324829102
1718270089200467883,0,-0.4388929903507232,0.4073045551776886,9.791709899902344
1718270089201775355,0,-0.4406624734401703,0.4062279462814331,9.791674613952637
1718270089201792778,0,-0.4423590898513794,0.4050622284412384,9.79164695739746
1718270089203303831,0,-0.4441265761852264,0.4040283858776092,9.79160976409912
1718270089204517871,0,-0.4459012448787689,0.4029395878314972,9.791573524475098
1718270089205742085,0,-0.4477068185806274,0.4018765091896057,9.791534423828123
1718270089205757676,0,-0.4494933784008026,0.4009004533290863,9.79149341583252
1718270089206933147,0,-0.451266348361969,0.3998797833919525,9.79145336151123
1718270089208135847,0,-0.4530628323554992,0.3989626467227936,9.791407585144045
1718270089209416126,0,-0.4548340141773224,0.3979017734527588,9.79136848449707
1718270089210708218,0,-0.4565920233726501,0.396799623966217,9.79133129119873
1718270089210718978,0,-0.4584145843982696,0.395946592092514,9.79128074645996
1718270089211832128,0,-0.4602023661136627,0.3950402438640594,9.791234016418455
1718270089213104931,0,-0.4620113968849182,0.3941458761692047,9.791184425354004
1718270089214348190,0,-0.4637802541255951,0.3931794464588165,9.791139602661133
1718270089215617209,0,-0.4655648171901703,0.3922731280326843,9.791090965270996
1718270089215627208,0,-0.4673458933830261,0.3913598358631134,9.791043281555176
1718270089216885960,0,-0.4691172838211059,0.3903188705444336,9.791000366210938
1718270089218054619,0,-0.4709024727344513,0.3892813920974731,9.790955543518066
1718270089219898642,0,-0.4727266132831573,0.3882191479206085,9.79090976715088
1718270089219913807,0,-0.47451052069664,0.3871921598911285,9.790863990783691
1718270089221758829,0,-0.4763173460960388,0.3860943019390106,9.790820121765137
1718270089223077668,0,-0.4780630767345428,0.3850251734256744,9.790777206420898
1718270089223107458,0,-0.4798210859298706,0.384057879447937,9.790728569030762
1718270089224292942,0,-0.4816080927848816,0.3828960359096527,9.79068660736084
1718270089225601188,0,-0.4833155274391174,0.3817177414894104,9.790648460388184
1718270089225621536,0,-0.4850409626960754,0.3804639279842376,9.79061222076416
1718270089226785459,0,-0.4867428541183471,0.3791500627994537,9.790578842163086
1718270089227973980,0,-0.4884690046310425,0.3778280019760132,9.79054355621338
1718270089229193877,0,-0.4901185631752014,0.3765981793403625,9.790508270263672
1718270089230459975,0,-0.4918023645877838,0.3753331899642944,9.790472984313965
1718270089230471583,0,-0.4934965074062347,0.3741161823272705,9.790433883666992
1718270089231767101,0,-0.4951657950878143,0.3727550804615021,9.790401458740234
1718270089232906753,0,-0.4968218505382538,0.3715066015720367,9.790365219116213
1718270089234109342,0,-0.4985289871692657,0.3702276647090912,9.790327072143556
1718270089235334388,0,-0.5002037882804871,0.3690308034420013,9.790287017822266
