%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1718278678149003478,-0.0351792306884567,0.0731977395256305,-0.038739130906554,-0.881306258305466,0.1420915863379822,0.5457928744607831
1718278678149012599,-0.1355947287074644,0.1294089724138249,-0.0428676160649135,-0.9912570024321582,0.1387929252321579,0.9838291152185376
1718278678150310871,-0.212476574270237,0.1500538902718136,-0.1880576877404624,-1.2864066401487075,0.1395804564692025,1.1197212523098743
1718278678151528670,-0.1836962169956,0.1630490980951037,-0.0409656360877522,-1.054601592680096,0.2607549415261448,1.0890043177573538
1718278678152945207,-0.181464483688189,0.1670746447532658,-0.048996863882555,-1.1130849964070342,0.3399702763722882,1.0328468824504555
1718278678154268655,-0.2537064920605303,0.1823229785682646,-0.0609608116872101,-1.157385066908191,0.2692850587879121,1.347253588035104
1718278678154291599,-0.2658408304496981,0.1915982468121448,-0.1089101118236075,-1.249167498514559,0.3115809348619567,1.527753712706855
1718278678155436578,-0.277016904525712,0.1568379266896745,-0.0053329759300781,-1.0512205519294615,0.3617979981780885,1.710844459418659
1718278678156780891,-0.2965566341436731,0.1673631655196659,0.0126630389849284,-1.0273966572606228,0.3720750585902673,1.860191156753768
1718278678158033640,-0.2525706313953289,0.1953445968093922,0.0465639799208644,-1.0548983411483432,0.3679957668015319,1.7883149532723588
1718278678158045316,-0.2223192853392279,0.2398345418414484,0.0107216445067191,-1.3016404258570056,0.3849213099937059,1.8129844613614396
1718278678159277295,-0.2297453687538082,0.3168733060240353,-0.0759646189240827,-1.601697332619621,0.3735082797678686,1.8119604940907013
1718278678160550831,-0.1920489337285672,0.4152696987311361,-0.1361983832240821,-1.817637280793384,0.3556521981048997,1.703454097646394
1718278678164669232,-0.1774485392932498,0.391895901919843,-0.0253530408195694,-1.602039317323547,0.38077602608393,1.6875224209200632
1718278678167338524,-0.0965790608379391,0.320093311101641,0.0460406775673935,-1.3433332688623734,0.4899326377783366,1.5072288263809963
1718278678167353261,-0.0897603082350843,0.3690584757797369,-0.0226644464366593,-1.5304742605762582,0.6177174135663761,1.5609401050703289
1718278678167367213,-0.0873390880822779,0.4184806273969722,-0.0064709568696019,-1.6440388045697771,0.524386516362106,1.5266446081678255
1718278678167379770,-0.1371210654495608,0.4049597194979523,0.0186768221712968,-1.5682569328704066,0.4438960107734609,1.4591402906490352
1718278678167402020,-0.1511001876432423,0.4073068543695695,0.0097007085301771,-1.5523868244105647,0.5478102456852456,1.5698280534606823
1718278678168681261,-0.1874695998479636,0.3983237097073888,-0.0199185766003198,-1.6800179348162936,0.642603455504309,1.620301903450568
1718278678168691079,-0.0946085000118779,0.4003361567010938,-0.0694549584924366,-1.9134395471464287,0.7095450179798937,1.4810476512189057
1718278678169747258,-0.0346527540910073,0.4841555527305106,-0.0341101323053506,-1.989935399764376,0.7552794518419326,1.388074446498237
1718278678170877547,0.0055688527062072,0.5019902481906044,-0.0175416451378386,-2.0316793430868,0.7447193306578221,1.4306422058586
1718278678172133386,0.081756246570838,0.5030837777576325,-0.0002529461398776,-2.003861259868132,0.8516820758943874,1.3347859726242126
1718278678172158978,0.0108921538432105,0.5736569233015522,-0.1020885260029274,-2.3296074506537034,0.6740451025800711,1.3008814054023048
1718278678173329447,-0.0249766731990174,0.5429923070153329,0.0181531574848688,-2.122256536208801,0.6821316767799719,1.40497322541495
1718278678174576415,-0.0108947012000213,0.5873913215668581,0.0446621044575072,-2.122329876815044,0.8671572780346329,1.4775195611493557
1718278678175784460,-0.0257202579162759,0.546312440401194,0.0992251449899516,-1.9038545381647287,0.6414220003730579,1.3017052557691589
1718278678177057569,-0.0508151515857688,0.5334582879295551,0.1599954528606587,-1.7900070716825194,0.6706596430225402,1.372154710975019
1718278678177065710,-0.0080443858031227,0.6086827921450599,-0.0205462624595383,-2.249845385522225,0.6491862111870649,1.1630499552487843
1718278678178197122,-0.0181328967887098,0.6164373586040568,0.0631678856375881,-2.0551904531815457,0.6257888808176533,1.268630516261099
1718278678179416475,-0.1105472742127628,0.6440920948681804,0.0480861443736094,-2.114119139723777,0.6069827418648522,1.539924824563493
1718278678180695092,-0.1493602104637212,0.6784112587910536,0.0952921507678174,-2.07072005158478,0.4588091186009154,1.594301580798762
1718278678181971964,-0.0750129387389902,0.6820614570370811,0.0308846975073802,-2.113580102309852,0.4742421590801907,1.2414185598592813
1718278678181979510,-0.0236405124924754,0.6549965993847882,0.1565230834427217,-1.8229210137321592,0.4565255591434046,1.1484892452146194
1718278678183147854,-0.0326292914876701,0.6144559300966461,0.2300277359087656,-1.592284491806697,0.4515939961887855,1.17943283643594
1718278678184365892,-0.1358904997866392,0.652732485592518,0.2454162640172881,-1.6401724861059004,0.4514679986596909,1.3517693921564315
1718278678185597597,0.0060801419444677,0.6988843580000581,0.2207685604663196,-1.7272082640376372,0.6124762931480625,1.2777243077271718
1718278678186845338,-0.0143313080738369,0.6172394801650845,0.3450454671999314,-1.3338033907290243,0.5687294069332698,1.140270012850933
1718278678188087675,0.0663642760044778,0.5845896966472262,0.3097472506312064,-1.2870296580844205,0.6704324764752009,0.982631877520976
1718278678188098528,0.1176345489287889,0.6096498495921228,0.3119314598508194,-1.29424372965748,0.6031447330421922,0.8959737259982339
1718278678189297148,0.1774849523148924,0.58177335255018,0.2597488197024094,-1.3086856405200409,0.8223352562088044,0.8604323702737743
1718278678190506589,0.192447191075289,0.5843390360211067,0.1997740390974275,-1.331334272182623,0.7134890048415261,0.8200243223319288
1718278678191738650,0.1560440290510957,0.5636941409989327,0.2135044761870201,-1.2222449531539703,0.4898847421940407,0.6384861975462023
1718278678193027413,0.1278187635442093,0.5368080435761647,0.2130339490268753,-1.2252757955187887,0.4738457818434197,0.6086128283570393
1718278678193056266,0.1000296195313958,0.4712139514930601,0.2161989351676428,-1.0944723232826037,0.4589852138169258,0.6458707221062028
1718278678194232322,0.105779439496738,0.51446691531969,0.2113541218375536,-1.1757104544335346,0.5409048702772118,0.6578428695719895
1718278678195484642,0.1280819000758201,0.4716328076662777,0.1481488630384264,-1.2147835900546635,0.620999033265755,0.5093395384234144
